ShipmentID,OrderID,Carrier,ShipDate,DeliveryDate,ShippingCost
34668,4831,DPD,2024-04-17,2024-04-24,4.96
34669,15839,Evri,2025-11-28,2025-11-30,3.03
34670,22204,DHL,2023-11-26,2023-12-02,17.11
34671,13061,DPD,2025-04-24,2025-05-01,15.04
34672,25615,"Royal Mail",2025-05-16,2025-05-17,8.50
34673,6160,"Royal Mail",2024-05-31,2024-06-07,13.91
34674,17774,UPS,2024-09-30,2024-10-07,18.91
34675,49636,DPD,2022-10-19,2022-10-24,2.77
34676,8192,UPS,2023-10-01,2023-10-05,14.89
34677,39564,DHL,2024-01-20,2024-01-26,21.52
34678,32296,Evri,2024-01-18,2024-01-23,18.16
34679,9122,DHL,2024-07-27,2024-08-01,12.14
34680,35708,DPD,2023-11-28,2023-12-04,23.63
34681,37211,DPD,2023-05-16,2023-05-18,20.38
34682,49072,UPS,2022-01-24,2022-01-25,16.51
34683,155,"Royal Mail",2022-08-13,2022-08-18,19.27
34684,27592,DHL,2022-07-22,2022-07-23,3.63
34685,43239,DPD,2025-06-22,2025-06-26,3.47
34686,39407,UPS,2023-01-05,2023-01-09,9.63
34687,19146,DHL,2023-05-07,2023-05-08,18.42
34688,8798,"Royal Mail",2025-03-23,2025-03-28,24.55
34689,16023,"Royal Mail",2025-12-09,2025-12-13,5.47
34690,31896,Evri,2022-07-12,2022-07-16,4.99
34691,21845,UPS,2023-06-04,2023-06-07,6.19
34692,3238,"Royal Mail",2024-06-18,2024-06-22,8.38
34693,37614,DPD,2025-03-20,2025-03-27,13.93
34694,12937,Evri,2024-09-20,2024-09-25,11.42
34695,9647,UPS,2025-04-04,2025-04-07,15.56
34696,29296,"Royal Mail",2024-08-12,2024-08-14,22.99
34697,40966,Evri,2024-03-03,2024-03-10,7.55
34698,43606,DHL,2024-12-11,2024-12-14,9.69
34699,40810,Evri,2025-11-14,2025-11-19,15.18
34700,45572,DPD,2023-10-19,2023-10-20,12.53
34701,22955,DPD,2025-11-26,2025-12-03,14.47
34702,1149,DHL,2025-01-26,2025-02-02,3.66
34703,21727,Evri,2022-03-06,2022-03-10,9.38
34704,6635,"Royal Mail",2025-11-04,2025-11-05,18.88
34705,49816,DPD,2023-06-21,2023-06-28,21.03
34706,10744,UPS,2024-11-23,2024-11-30,18.76
34707,11440,Evri,2024-10-04,2024-10-10,5.43
34708,8081,UPS,2024-09-02,2024-09-03,11.57
34709,27867,DPD,2023-07-06,2023-07-12,4.81
34710,22872,Evri,2022-12-05,2022-12-09,21.63
34711,40949,DPD,2022-09-23,2022-09-28,4.41
34712,41389,"Royal Mail",2023-05-14,2023-05-16,9.57
34713,35854,DPD,2022-06-23,2022-06-26,7.94
34714,7156,"Royal Mail",2024-05-29,2024-06-03,2.66
34715,13168,DPD,2024-12-14,2024-12-20,22.61
34716,1299,Evri,2023-09-04,2023-09-11,18.25
34717,2878,Evri,2025-09-30,2025-10-05,17.59
34718,42406,DPD,2024-02-14,2024-02-17,16.03
34719,15508,UPS,2022-02-21,2022-02-24,23.96
34720,32147,DPD,2024-10-25,2024-10-30,13.40
34721,25156,"Royal Mail",2024-08-14,2024-08-16,19.80
34722,25161,DHL,2023-08-26,2023-09-02,6.85
34723,33719,DPD,2024-06-19,2024-06-25,7.16
34724,10142,Evri,2023-09-14,2023-09-17,8.01
34725,44569,DHL,2023-09-25,2023-09-26,16.18
34726,27302,DHL,2022-05-16,2022-05-17,6.01
34727,43739,Evri,2024-03-25,2024-03-28,19.81
34728,7681,DPD,2023-02-27,2023-03-02,3.26
34729,14586,UPS,2025-03-07,2025-03-10,19.29
34730,47557,Evri,2024-04-23,2024-04-30,13.34
34731,19435,UPS,2024-02-13,2024-02-15,22.28
34732,10519,UPS,2025-09-12,2025-09-13,24.47
34733,8110,UPS,2024-07-25,2024-07-28,22.79
34734,29815,"Royal Mail",2023-03-22,2023-03-24,6.42
34735,42255,DHL,2023-09-10,2023-09-11,17.66
34736,10378,Evri,2025-12-16,2025-12-18,17.01
34737,5474,DHL,2025-05-23,2025-05-28,20.55
34738,36200,DHL,2022-07-14,2022-07-19,20.17
34739,40442,Evri,2025-11-09,2025-11-11,10.91
34740,1443,UPS,2024-08-19,2024-08-24,24.11
34741,17740,"Royal Mail",2024-01-07,2024-01-10,3.39
34742,26031,DHL,2025-03-21,2025-03-28,24.03
34743,12158,Evri,2022-08-11,2022-08-16,18.33
34744,31313,UPS,2022-09-16,2022-09-19,17.36
34745,16641,DHL,2023-03-12,2023-03-15,9.30
34746,18766,DPD,2023-11-29,2023-12-06,11.89
34747,18476,UPS,2025-12-05,2025-12-09,13.78
34748,29180,Evri,2022-04-25,2022-04-30,7.78
34749,35505,"Royal Mail",2023-12-24,2023-12-30,6.74
34750,42273,DPD,2025-03-22,2025-03-27,3.59
34751,30183,DHL,2022-11-12,2022-11-19,17.47
34752,46209,DPD,2023-09-13,2023-09-18,24.82
34753,46188,"Royal Mail",2025-05-27,2025-05-28,24.42
34754,4736,DHL,2025-01-09,2025-01-14,22.34
34755,42838,"Royal Mail",2022-08-19,2022-08-21,13.29
34756,49398,UPS,2023-10-06,2023-10-11,16.66
34757,37512,DHL,2025-08-14,2025-08-15,24.72
34758,23348,Evri,2023-08-10,2023-08-11,7.35
34759,36781,"Royal Mail",2023-10-24,2023-10-29,19.69
34760,2591,DHL,2024-07-29,2024-08-03,3.96
34761,32086,DPD,2024-12-21,2024-12-25,15.84
34762,1282,UPS,2024-07-11,2024-07-15,5.20
34763,24848,UPS,2024-03-29,2024-04-05,13.20
34764,17134,DPD,2022-02-22,2022-02-27,19.98
34765,13589,"Royal Mail",2022-05-19,2022-05-26,20.14
34766,3752,UPS,2022-07-08,2022-07-15,19.87
34767,43584,DPD,2024-06-30,2024-07-01,18.46
34768,22588,Evri,2022-07-24,2022-07-26,4.94
34769,42307,DHL,2022-08-21,2022-08-27,23.83
34770,31279,Evri,2022-06-02,2022-06-05,6.82
34771,11133,DHL,2024-11-23,2024-11-27,5.35
34772,44180,Evri,2023-03-21,2023-03-26,14.05
34773,22728,UPS,2023-04-02,2023-04-04,22.40
34774,30960,DPD,2024-09-13,2024-09-14,14.00
34775,2112,DHL,2024-08-05,2024-08-06,6.47
34776,47696,UPS,2024-04-15,2024-04-18,3.08
34777,16499,"Royal Mail",2024-11-26,2024-11-27,16.46
34778,16351,UPS,2022-09-16,2022-09-21,10.67
34779,5760,Evri,2023-03-15,2023-03-21,21.34
34780,46893,DPD,2024-06-27,2024-06-29,5.49
34781,49893,UPS,2023-11-30,2023-12-06,21.53
34782,8155,"Royal Mail",2022-08-22,2022-08-25,6.17
34783,14798,Evri,2025-03-23,2025-03-29,9.60
34784,24536,DHL,2025-10-27,2025-10-30,11.85
34785,25069,"Royal Mail",2025-10-09,2025-10-10,24.15
34786,468,Evri,2023-07-25,2023-07-30,18.20
34787,32359,UPS,2024-10-27,2024-10-31,20.10
34788,39355,DPD,2024-03-09,2024-03-14,24.59
34789,23764,DHL,2022-11-10,2022-11-17,11.39
34790,14780,UPS,2022-08-07,2022-08-13,21.79
34791,47538,"Royal Mail",2025-11-15,2025-11-17,15.12
34792,35163,Evri,2024-04-12,2024-04-18,21.19
34793,35768,Evri,2024-09-30,2024-10-06,23.62
34794,942,Evri,2025-09-29,2025-10-01,8.42
34795,8385,DHL,2024-03-19,2024-03-21,6.05
34796,17801,UPS,2025-11-18,2025-11-20,5.28
34797,26940,"Royal Mail",2025-10-23,2025-10-29,19.03
34798,19629,Evri,2022-09-13,2022-09-17,15.92
34799,10490,UPS,2023-10-21,2023-10-22,17.25
34800,1369,Evri,2023-11-25,2023-11-26,22.17
34801,47978,"Royal Mail",2022-07-09,2022-07-14,15.24
34802,13348,"Royal Mail",2023-11-25,2023-11-26,23.85
34803,NULL,DHL,2024-03-21,2024-03-23,9.17
34804,46694,Evri,2025-12-28,2026-01-04,17.35
34805,6567,Evri,2025-12-09,2025-12-10,22.14
34806,2910,DHL,2024-01-03,2024-01-06,17.35
34807,30333,UPS,2025-06-23,2025-06-26,10.42
34808,21129,DHL,2023-11-27,2023-12-02,16.56
34809,35776,UPS,2024-11-08,2024-11-13,14.14
34810,11283,DPD,2022-01-15,2022-01-18,9.66
34811,12385,DPD,2022-09-10,2022-09-15,9.06
34812,26804,DHL,2024-06-02,2024-06-09,9.29
34813,27422,Evri,2022-10-06,2022-10-11,21.00
34814,22389,"Royal Mail",2025-12-05,2025-12-08,11.36
34815,34560,DPD,2023-12-03,2023-12-06,10.38
34816,30530,"Royal Mail",2022-02-13,2022-02-20,17.44
34817,16700,DPD,2024-03-26,2024-03-29,2.69
34818,41020,UPS,2022-12-11,2022-12-15,20.24
34819,44653,Evri,2025-09-15,2025-09-19,9.48
34820,26429,UPS,2023-03-05,2023-03-09,19.71
34821,44847,DPD,2023-09-11,2023-09-16,16.20
34822,16707,DHL,2022-12-07,2022-12-12,23.21
34823,3577,UPS,2023-12-08,2023-12-09,6.90
34824,30205,"Royal Mail",2022-12-22,2022-12-25,17.76
34825,9357,Evri,2022-02-06,2022-02-09,7.51
34826,15526,DHL,2023-08-09,2023-08-13,7.64
34827,2775,UPS,2023-12-11,2023-12-16,14.22
34828,16474,Evri,2025-02-04,2025-02-08,21.85
34829,921,Evri,2023-11-22,2023-11-24,20.14
34830,26169,"Royal Mail",2022-12-31,2023-01-03,13.23
34831,11275,"Royal Mail",2023-06-21,2023-06-25,17.66
34832,7128,UPS,2023-02-07,2023-02-09,2.87
34833,17365,"Royal Mail",2022-11-26,2022-11-27,7.45
34834,12212,Evri,2022-07-11,2022-07-13,24.77
34835,25244,UPS,2022-11-24,2022-11-29,18.11
34836,44099,Evri,2023-01-31,2023-02-07,5.82
34837,3640,Evri,2023-11-16,2023-11-17,21.34
34838,47687,UPS,2022-06-23,2022-06-30,15.78
34839,29507,"Royal Mail",2023-12-18,2023-12-24,5.58
34840,1353,Evri,2023-03-12,2023-03-17,4.84
34841,40609,DHL,2024-08-27,2024-08-28,17.81
34842,16002,DPD,2024-10-30,2024-11-04,22.52
34843,26424,Evri,2025-07-05,2025-07-10,16.55
34844,42753,UPS,2025-04-25,2025-05-01,4.76
34845,24778,UPS,2025-02-04,2025-02-10,3.86
34846,41410,DHL,2022-05-22,2022-05-24,9.12
34847,1866,"Royal Mail",2023-03-22,2023-03-25,3.35
34848,37184,"Royal Mail",2022-07-15,2022-07-22,6.79
34849,43656,"Royal Mail",2024-03-06,2024-03-09,11.83
34850,46914,DHL,2022-08-16,2022-08-19,22.95
34851,25021,UPS,2024-12-12,2024-12-18,19.92
34852,18585,Evri,2023-08-12,2023-08-17,7.41
34853,27224,DHL,2023-12-23,2023-12-24,17.51
34854,3042,DPD,2025-03-29,2025-03-30,8.84
34855,15981,Evri,2025-11-08,2025-11-10,7.13
34856,37855,"Royal Mail",2022-04-30,2022-05-04,3.33
34857,44642,DPD,2025-09-11,2025-09-13,16.46
34858,23066,DHL,2023-07-14,2023-07-19,6.67
34859,41436,DPD,2024-05-31,2024-06-05,6.11
34860,41762,DPD,2022-10-08,2022-10-10,24.60
34861,12866,"Royal Mail",2025-11-26,2025-12-03,16.30
34862,24069,UPS,2022-05-12,2022-05-15,10.78
34863,37972,"Royal Mail",2025-11-14,2025-11-18,2.82
34864,41173,Evri,2024-11-25,2024-11-26,16.16
34865,19064,Evri,2023-03-14,2023-03-16,22.61
34866,29677,Evri,2023-11-16,2023-11-22,22.32
34867,42009,Unknown,2024-11-07,2024-11-10,7.86
34868,47038,"Royal Mail",2022-08-31,2022-09-03,8.93
34869,48049,"Royal Mail",2024-12-07,2024-12-09,3.99
34870,48589,DPD,2024-06-20,2024-06-21,3.52
34871,20268,Evri,2022-06-03,2022-06-09,18.02
34872,42523,Evri,2023-11-27,2023-11-30,4.77
34873,22734,DHL,2025-11-15,2025-11-21,10.11
34874,26847,DHL,2022-04-02,2022-04-08,22.91
34875,24041,Unknown,2024-06-27,2024-06-30,8.92
34876,33369,UPS,2024-12-11,2024-12-16,12.42
34877,44435,"Royal Mail",2022-08-31,2022-09-03,11.09
34878,7773,Evri,2025-12-07,2025-12-09,5.05
34879,27010,DHL,2025-02-22,2025-02-25,4.35
34880,35711,DHL,2025-04-02,2025-04-07,20.99
34881,19002,DHL,2022-10-19,2022-10-22,23.25
34882,42884,DPD,2025-11-30,2025-12-06,11.20
34883,30599,DPD,2022-03-12,2022-03-15,24.81
34884,2925,UPS,2022-08-21,2022-08-25,5.40
34885,25237,DHL,2025-11-13,2025-11-19,24.45
34886,10470,Evri,2025-11-28,2025-12-02,4.06
34887,34730,DHL,2024-05-20,2024-05-25,12.77
34888,43231,UPS,2023-06-14,2023-06-20,19.50
34889,5830,DHL,2022-04-10,2022-04-11,4.62
34890,NULL,DPD,2024-08-26,2024-09-02,9.60
34891,32957,UPS,2022-06-29,2022-07-05,9.23
34892,34094,DPD,2023-01-10,2023-01-16,16.76
34893,42603,"Royal Mail",2025-11-25,2025-11-28,16.11
34894,28414,DHL,2022-01-17,2022-01-22,6.77
34895,31589,"Royal Mail",2022-05-24,2022-05-25,5.21
34896,41366,"Royal Mail",2022-08-30,2022-09-02,21.67
34897,16523,Evri,2022-12-21,2022-12-25,11.58
34898,317,Evri,2023-04-24,2023-04-29,4.55
34899,20386,DPD,2025-03-30,2025-04-03,12.55
34900,28193,Evri,2023-11-01,2023-11-08,23.26
34901,45999,UPS,2025-09-17,2025-09-19,12.55
34902,49371,UPS,2024-11-16,2024-11-20,3.38
34903,19071,"Royal Mail",2023-03-30,2023-04-06,4.82
34904,49322,Evri,2023-07-20,2023-07-21,11.40
34905,14927,DPD,2025-03-27,2025-03-29,16.67
34906,34757,Evri,2022-12-05,2022-12-09,14.78
34907,26704,DPD,2024-07-11,2024-07-17,15.80
34908,11833,Evri,2022-05-23,2022-05-25,6.16
34909,23092,Evri,2022-08-25,2022-08-27,24.10
34910,10848,UPS,2025-12-01,2025-12-08,19.03
34911,17944,"Royal Mail",2023-08-18,2023-08-22,3.36
34912,3892,DPD,2022-05-28,2022-06-02,21.40
34913,48375,Evri,2025-01-02,2025-01-09,18.25
34914,3766,"Royal Mail",2022-08-12,2022-08-13,6.71
34915,25672,"Royal Mail",2022-05-27,2022-06-01,15.92
34916,28014,DPD,2022-07-17,2022-07-22,9.42
34917,37488,DPD,2025-11-22,2025-11-28,24.06
34918,40809,"Royal Mail",2025-08-30,2025-09-03,6.86
34919,39125,DHL,2024-06-02,2024-06-04,3.97
34920,34037,"Royal Mail",2022-11-27,2022-11-28,17.48
34921,47615,"Royal Mail",2023-04-12,2023-04-18,11.77
34922,22300,UPS,2025-01-19,2025-01-25,10.30
34923,16118,DPD,2025-08-09,2025-08-14,4.51
34924,15092,UPS,2024-06-22,2024-06-24,22.57
34925,35564,DPD,2024-07-27,2024-08-02,9.86
34926,12764,DHL,2024-09-12,2024-09-16,18.89
34927,24281,DPD,2023-07-05,2023-07-07,18.79
34928,36224,UPS,2022-12-21,2022-12-24,21.90
34929,27739,Evri,2024-03-24,2024-03-28,13.26
34930,12600,Evri,2025-03-04,2025-03-07,16.11
34931,42678,DPD,2024-07-04,2024-07-09,16.70
34932,9068,Evri,2022-09-20,2022-09-21,18.51
34933,21121,UPS,2025-07-23,2025-07-26,8.33
34934,9538,UPS,2022-08-12,2022-08-14,5.51
34935,11646,DHL,2025-12-01,2025-12-03,3.99
34936,40346,DPD,2023-10-04,2023-10-10,19.26
34937,14123,Evri,2024-05-06,2024-05-13,17.67
34938,18726,"Royal Mail",2025-06-15,2025-06-16,17.07
34939,44039,DPD,2024-01-22,2024-01-28,20.29
34940,341,DPD,2025-11-23,2025-11-24,14.44
34941,39752,DPD,2022-05-07,2022-05-11,15.12
34942,40363,UPS,2024-01-29,2024-02-05,21.40
34943,12430,DPD,2023-08-14,2023-08-16,6.52
34944,2200,"Royal Mail",2025-11-30,2025-12-05,3.20
34945,39877,Evri,2025-07-30,2025-08-01,15.46
34946,16664,UPS,2022-04-23,2022-04-24,17.60
34947,39202,UPS,2023-11-16,2023-11-22,8.21
34948,8202,DHL,2023-11-25,2023-11-30,24.80
34949,19729,Evri,2024-04-12,2024-04-17,18.76
34950,5829,DPD,2025-08-10,2025-08-11,16.00
34951,26442,"Royal Mail",2025-10-12,2025-10-18,21.64
34952,26266,Evri,2024-12-18,2024-12-23,5.36
34953,6076,"Royal Mail",2022-10-11,2022-10-14,2.98
34954,39701,"Royal Mail",2024-05-10,2024-05-12,3.43
34955,22172,UPS,2023-07-24,2023-07-27,17.92
34956,45730,DHL,2023-06-13,2023-06-18,11.21
34957,47982,Evri,2025-03-18,2025-03-23,3.11
34958,30856,DHL,2025-09-30,2025-10-07,12.86
34959,10612,"Royal Mail",2023-04-11,2023-04-13,22.57
34960,8056,DPD,2022-12-05,2022-12-09,20.10
34961,21838,DHL,2025-05-02,2025-05-06,9.75
34962,6493,DHL,2023-05-19,2023-05-25,13.70
34963,11401,Evri,2022-04-03,2022-04-05,3.53
34964,31108,DPD,2024-11-29,2024-12-04,21.53
34965,1000,"Royal Mail",2022-02-20,2022-02-26,8.53
34966,17282,DPD,2023-08-23,2023-08-29,14.51
34967,38095,"Royal Mail",2023-11-29,2023-12-05,9.88
34968,1789,UPS,2024-10-22,2024-10-27,24.65
34969,34256,DPD,2024-11-12,2024-11-16,20.81
34970,39783,UPS,2022-08-03,2022-08-06,14.19
34971,26441,DPD,2024-12-04,2024-12-10,13.10
34972,13884,UPS,2022-11-24,2022-11-27,11.32
34973,5703,"Royal Mail",2025-10-23,2025-10-30,18.45
34974,32530,UPS,2022-03-22,2022-03-27,4.93
34975,48867,DPD,2024-09-13,2024-09-20,2.93
34976,NULL,"Royal Mail",2025-07-28,2025-07-29,16.76
34977,39659,"Royal Mail",2024-11-08,2024-11-11,6.96
34978,20728,"Royal Mail",2024-07-05,2024-07-11,14.03
34979,34508,Evri,2025-08-10,2025-08-11,17.49
34980,49382,"Royal Mail",2024-04-24,2024-04-28,12.28
34981,5935,UPS,2024-10-07,2024-10-10,17.08
34982,34078,UPS,2025-12-21,2025-12-27,3.98
34983,9072,"Royal Mail",2024-08-04,2024-08-09,11.17
34984,14429,UPS,2022-04-08,2022-04-14,11.27
34985,34185,Evri,2022-06-12,2022-06-13,21.66
34986,7040,DPD,2025-07-13,2025-07-17,3.28
34987,8714,"Royal Mail",2023-12-17,2023-12-21,4.52
34988,24149,Evri,2023-03-17,2023-03-19,18.90
34989,5310,UPS,2023-04-16,2023-04-23,7.65
34990,33760,"Royal Mail",2025-09-07,2025-09-12,5.76
34991,20708,"Royal Mail",2024-12-16,2024-12-21,7.32
34992,2375,"Royal Mail",2025-08-11,2025-08-18,14.88
34993,12832,Evri,2022-11-24,2022-11-29,15.84
34994,16051,UPS,2023-10-30,2023-11-05,7.40
34995,1424,UPS,2025-03-20,2025-03-21,13.43
34996,4238,"Royal Mail",2025-07-10,2025-07-16,21.14
34997,32339,"Royal Mail",2022-04-26,2022-04-29,3.72
34998,6273,DPD,2025-07-17,2025-07-23,24.93
34999,31181,"Royal Mail",2025-02-15,2025-02-16,10.39
35000,21491,"Royal Mail",2025-03-07,2025-03-12,14.65
35001,34731,DPD,2022-12-14,2022-12-18,4.12
35002,6993,"Royal Mail",2023-09-01,2023-09-02,17.96
35003,46330,DPD,2024-12-10,2024-12-12,20.87
35004,46528,UPS,2024-06-08,2024-06-11,12.21
35005,17128,DPD,2022-10-18,2022-10-20,20.01
35006,25079,Evri,2023-07-14,2023-07-16,4.52
35007,30232,DPD,2025-08-13,2025-08-16,22.99
35008,34421,DPD,2025-06-15,2025-06-20,13.27
35009,44215,UPS,2024-04-30,2024-05-01,21.85
35010,13935,DPD,2023-09-11,2023-09-15,18.57
35011,19422,UPS,2024-08-09,2024-08-16,14.26
35012,44913,DHL,2025-09-06,2025-09-11,20.32
35013,46324,UPS,2022-06-16,2022-06-17,22.12
35014,26245,"Royal Mail",2022-01-30,2022-02-03,5.93
35015,11476,DHL,2025-09-07,2025-09-09,10.67
35016,28806,DHL,2023-09-02,2023-09-07,3.92
35017,9150,UPS,2025-01-07,2025-01-13,14.66
35018,38834,UPS,2024-01-06,2024-01-08,3.75
35019,37986,UPS,2023-07-17,2023-07-24,20.22
35020,31111,UPS,2025-09-20,2025-09-23,5.88
35021,34895,DHL,2023-06-19,2023-06-25,6.82
35022,27386,UPS,2022-08-15,2022-08-18,19.99
35023,33281,DPD,2023-03-21,2023-03-28,17.18
35024,26166,DPD,2022-05-20,2022-05-27,13.28
35025,20601,DHL,2024-11-12,2024-11-13,16.99
35026,46193,Evri,2022-10-29,2022-11-02,24.05
35027,1037,DHL,2025-02-28,2025-03-03,16.81
35028,24323,DPD,2025-11-09,2025-11-11,6.40
35029,6144,DPD,2023-12-17,2023-12-19,18.84
35030,29702,Evri,2022-07-07,2022-07-10,20.30
35031,28295,"Royal Mail",2025-10-09,2025-10-12,16.71
35032,22116,DHL,2024-08-01,2024-08-04,8.72
35033,19088,"Royal Mail",2024-07-18,2024-07-20,15.97
35034,26282,Evri,2025-01-12,2025-01-13,23.58
35035,7656,Evri,2024-09-10,2024-09-13,21.77
35036,1931,"Royal Mail",2024-03-09,2024-03-10,5.35
35037,16206,UPS,2024-03-16,2024-03-18,6.68
35038,28114,Evri,2024-07-15,2024-07-19,21.55
35039,8903,"Royal Mail",2023-07-08,2023-07-11,16.92
35040,46422,Evri,2022-12-04,2022-12-07,22.42
35041,20962,Evri,2025-07-12,2025-07-17,6.40
35042,41900,Evri,2025-12-23,2025-12-29,15.10
35043,48094,"Royal Mail",2025-06-12,2025-06-13,24.00
35044,8682,DHL,2022-12-01,2022-12-02,14.65
35045,13275,DPD,2022-01-28,2022-01-30,9.82
35046,42035,Evri,2023-01-06,2023-01-08,20.32
35047,9349,DHL,2023-06-27,2023-07-03,7.33
35048,37761,UPS,2024-08-20,2024-08-23,21.33
35049,8326,DPD,2022-04-03,2022-04-04,20.49
35050,49471,Evri,2023-05-28,2023-05-31,11.44
35051,33079,"Royal Mail",2025-12-17,2025-12-18,14.65
35052,30489,"Royal Mail",2024-04-29,2024-05-05,13.74
35053,27405,"Royal Mail",2023-07-18,2023-07-20,11.26
35054,15073,Evri,2025-09-13,2025-09-18,24.59
35055,23610,DHL,2024-02-22,2024-02-29,23.98
35056,3816,UPS,2022-12-10,2022-12-12,20.36
35057,15056,DPD,2025-03-13,2025-03-17,15.45
35058,29887,"Royal Mail",2024-09-28,2024-10-04,21.13
35059,36397,DHL,2023-09-03,2023-09-09,10.94
35060,49094,DPD,2024-11-22,2024-11-23,17.03
35061,25143,DHL,2023-10-02,2023-10-04,3.48
35062,17594,"Royal Mail",2023-01-11,2023-01-12,6.15
35063,12351,DHL,2023-09-28,2023-09-29,3.30
35064,21027,UPS,2022-12-02,2022-12-07,20.46
35065,20365,"Royal Mail",2025-03-22,2025-03-28,14.81
35066,18319,Evri,2025-02-28,2025-03-01,5.74
35067,40502,DHL,2022-06-20,2022-06-25,12.26
35068,38139,Evri,2022-11-14,2022-11-15,17.05
35069,4612,"Royal Mail",2024-02-22,2024-02-25,8.66
35070,13198,Evri,2024-12-18,2024-12-20,5.29
35071,27847,UPS,2023-10-16,2023-10-21,18.88
35072,18788,DHL,2023-12-04,2023-12-07,17.69
35073,45559,DHL,2022-08-15,2022-08-20,14.01
35074,41299,"Royal Mail",2024-05-28,2024-05-31,23.50
35075,44840,DHL,2022-02-17,2022-02-23,13.51
35076,16041,DPD,2023-07-13,2023-07-18,13.86
35077,49219,DHL,2025-11-05,2025-11-12,6.85
35078,12496,DPD,2024-12-09,2024-12-13,21.97
35079,23866,DPD,2022-05-21,2022-05-23,11.66
35080,34822,Evri,2023-12-26,2023-12-30,18.79
35081,27858,UPS,2023-05-20,2023-05-27,2.69
35082,47521,Evri,2024-06-21,2024-06-26,4.65
35083,437,Evri,2025-06-01,2025-06-05,14.90
35084,41500,DHL,2022-10-06,2022-10-09,18.81
35085,27555,DHL,2024-05-30,2024-06-02,21.19
35086,30131,DPD,2024-09-11,2024-09-14,20.82
35087,5053,DHL,2025-02-12,2025-02-19,12.06
35088,10252,DHL,2022-06-16,2022-06-17,12.92
35089,40755,DPD,2023-07-15,2023-07-18,15.77
35090,8480,DHL,2025-10-29,2025-10-31,21.47
35091,15456,DHL,2025-10-06,2025-10-11,16.25
35092,42168,"Royal Mail",2024-12-15,2024-12-21,12.84
35093,26902,Evri,2023-04-30,2023-05-05,17.08
35094,28816,UPS,2022-08-17,2022-08-18,24.70
35095,32706,Evri,2023-11-11,2023-11-17,15.46
35096,40256,DHL,2024-09-06,2024-09-07,16.14
35097,30475,Evri,2025-09-14,2025-09-16,17.02
35098,33122,DHL,2023-07-21,2023-07-23,5.71
35099,27489,DPD,2024-11-06,2024-11-11,18.83
35100,36470,DHL,2024-08-25,2024-08-29,13.96
35101,41887,UPS,2024-12-07,2024-12-08,22.67
35102,23830,Evri,2022-11-29,2022-12-02,20.32
35103,38273,"Royal Mail",2023-06-20,2023-06-26,14.47
35104,3120,UPS,2025-11-07,2025-11-11,10.02
35105,11618,DPD,2022-06-15,2022-06-18,19.24
35106,30375,"Royal Mail",2025-12-02,2025-12-05,20.22
35107,20927,DPD,2024-09-14,2024-09-21,10.47
35108,15193,"Royal Mail",2023-08-09,2023-08-14,20.47
35109,5336,UPS,2022-12-15,2022-12-18,22.72
35110,31038,DPD,2024-12-22,2024-12-28,6.08
35111,8951,DPD,2022-12-20,2022-12-26,10.86
35112,12674,"Royal Mail",2025-09-09,2025-09-11,20.98
35113,12955,"Royal Mail",2023-06-05,2023-06-09,16.57
35114,27820,UPS,2025-01-27,2025-02-03,13.40
35115,120,Evri,2022-08-13,2022-08-16,23.29
35116,43821,"Royal Mail",2022-01-21,2022-01-23,21.92
35117,41905,Evri,2022-03-15,2022-03-16,5.74
35118,37435,DPD,2022-12-29,2023-01-01,2.93
35119,32259,DPD,2022-08-01,2022-08-04,14.72
35120,17762,Evri,2022-03-19,2022-03-22,23.30
35121,20096,Evri,2025-06-06,2025-06-09,12.56
35122,25544,DHL,2023-08-03,2023-08-08,23.59
35123,6324,"Royal Mail",2024-04-09,2024-04-12,13.22
35124,41735,DPD,2024-01-03,2024-01-07,24.11
35125,362,"Royal Mail",2024-12-13,2024-12-15,23.65
35126,48901,Evri,2023-12-20,2023-12-25,23.91
35127,24032,Evri,2022-08-15,2022-08-17,17.64
35128,48014,Evri,2023-11-30,2023-12-03,11.30
35129,11897,DHL,2025-12-26,2026-01-02,23.18
35130,36947,DHL,2024-06-15,2024-06-16,11.36
35131,45727,"Royal Mail",2023-06-11,2023-06-16,2.87
35132,6508,Evri,2022-12-10,2022-12-17,11.80
35133,8770,DHL,2025-07-24,2025-07-26,9.59
35134,26628,DPD,2023-04-04,2023-04-06,12.40
35135,4109,UPS,2023-02-26,2023-03-01,20.89
35136,7628,DPD,2023-08-04,2023-08-10,24.36
35137,5575,"Royal Mail",2023-10-12,2023-10-16,20.48
35138,28137,UPS,2023-07-10,2023-07-17,9.62
35139,5778,"Royal Mail",2024-07-05,2024-07-11,20.91
35140,13765,Evri,2023-10-12,2023-10-13,12.23
35141,9627,DPD,2022-12-05,2022-12-07,4.94
35142,15407,UPS,2023-09-10,2023-09-11,16.70
35143,42157,UPS,2022-04-08,2022-04-10,3.37
35144,29974,DPD,2022-06-04,2022-06-05,14.90
35145,31615,UPS,2024-12-11,2024-12-17,23.07
35146,28250,Evri,2022-12-28,2022-12-31,3.64
35147,40552,"Royal Mail",2024-08-22,2024-08-24,15.12
35148,34529,DHL,2023-06-23,2023-06-25,15.08
35149,24366,Evri,2024-11-08,2024-11-13,8.94
35150,27919,UPS,2025-03-15,2025-03-17,12.59
35151,44904,"Royal Mail",2024-11-23,2024-11-26,3.42
