ReturnID,OrderID,IsValidOrder,ReturnDate,ReturnReason,RefundAmount
4427,24363,Yes,2025-07-16,"Late Delivery",949.39
4428,37489,Yes,2024-12-25,Damaged,1177.93
4429,2594,Yes,2025-05-31,"Changed Mind",550.67
4430,19990,Yes,2024-12-29,Damaged,119.46
4431,33034,Yes,2023-03-17,"Changed Mind",890.91
4432,5212,Yes,2023-01-05,"Faulty Product",868.24
4433,47962,Yes,2025-02-07,"Wrong Item",88.97
4434,40236,Yes,2022-07-07,"Faulty Product",945.26
4435,10641,Yes,2022-11-22,"Late Delivery",1038.11
4436,31535,Yes,2024-02-15,Damaged,398.24
4437,26884,Yes,2024-02-17,"Wrong Item",580.20
4438,4014,Yes,2022-08-05,"Changed Mind",636.66
4439,34340,Yes,2025-07-26,"Late Delivery",336.53
4440,38763,Yes,2023-09-05,"Faulty Product",1307.31
4441,35326,Yes,2023-09-24,"Late Delivery",533.45
4442,22087,Yes,2025-12-10,"Changed Mind",340.23
4443,16014,Yes,2023-01-08,Damaged,1268.79
4444,20635,Yes,2025-10-10,"Changed Mind",1621.78
4445,35813,Yes,2024-09-10,"Changed Mind",1275.75
4446,24536,Yes,2025-11-02,"Faulty Product",531.01
4447,34787,Yes,2024-07-14,"Late Delivery",625.84
4448,22793,Yes,2025-06-09,"Wrong Item",97.93
4449,24640,Yes,2025-07-05,"Changed Mind",1137.35
4450,18293,Yes,2023-10-06,"Late Delivery",919.17
4451,38920,Yes,2023-09-25,"Faulty Product",846.74
4452,47592,Yes,2024-06-27,"Changed Mind",350.77
4453,9993,Yes,2022-10-03,Damaged,183.40
4454,45600,Yes,2023-05-22,"Changed Mind",823.80
4455,48499,Yes,2024-08-09,"Changed Mind",211.10
4456,17975,Yes,2022-12-09,Damaged,736.48
4457,41565,Yes,2023-10-01,"Late Delivery",236.04
4458,4531,Yes,2022-05-20,"Wrong Item",816.20
4459,43922,Yes,2024-02-18,"Changed Mind",771.48
4460,804,Yes,2024-08-19,"Wrong Item",1021.18
4461,21437,Yes,2025-07-18,"Faulty Product",960.20
4462,30293,Yes,2022-08-07,"Faulty Product",1434.86
4463,18527,Yes,2024-08-22,"Late Delivery",63.99
4464,380,Yes,2024-09-01,"Changed Mind",992.40
4465,46860,Yes,2023-07-16,"Late Delivery",873.02
4466,22070,Yes,2023-11-03,"Faulty Product",275.75
4467,42370,Yes,2023-06-24,"Wrong Item",1665.17
4468,144,Yes,2023-04-04,"Late Delivery",532.46
4469,35426,Yes,2023-11-05,Damaged,829.97
4470,13784,Yes,2022-07-25,Damaged,539.67
4471,33465,Yes,2025-08-29,"Faulty Product",807.20
4472,40455,Yes,2024-09-01,"Late Delivery",463.25
4473,14508,Yes,2025-02-22,Damaged,353.82
4474,25740,Yes,2022-12-09,"Late Delivery",981.00
4475,3886,Yes,2022-05-28,"Faulty Product",972.17
4476,22971,Yes,2023-12-01,"Changed Mind",958.13
4477,16852,Yes,2023-08-28,"Wrong Item",266.57
4478,20242,Yes,2022-03-23,Damaged,1446.22
4479,4209,Yes,2025-05-15,"Wrong Item",698.42
4480,23841,Yes,2024-03-11,"Late Delivery",736.77
4481,25509,Yes,2025-05-19,"Wrong Item",1153.24
4482,26203,Yes,2022-11-03,"Wrong Item",900.38
4483,47690,Yes,2022-09-08,"Late Delivery",1294.54
4484,29906,Yes,2025-08-12,"Wrong Item",1266.82
4485,444444,NO,2023-12-22,"Faulty Product",780.60
4486,5683,Yes,2022-12-15,"Changed Mind",700.94
4487,12309,Yes,2023-03-19,Damaged,1093.83
4488,45303,Yes,2023-11-19,"Faulty Product",657.95
4489,444444,NO,2024-04-03,"Faulty Product",309.05
4490,12349,Yes,2023-08-27,"Changed Mind",1228.88
4491,38455,Yes,2023-08-20,"Wrong Item",116.69
4492,44129,Yes,2022-03-30,"Wrong Item",769.18
4493,29750,Yes,2022-09-21,"Wrong Item",178.95
4494,41029,Yes,2025-10-22,"Changed Mind",1017.60
4495,35882,Yes,2023-12-09,"Late Delivery",475.71
4496,4192,Yes,2023-11-24,"Faulty Product",721.70
4497,48063,Yes,2022-10-07,"Wrong Item",54.30
4498,652,Yes,2025-07-24,"Wrong Item",1051.12
4499,43296,Yes,2025-06-11,"Faulty Product",143.36
4500,17535,Yes,2022-02-27,"Changed Mind",541.58
4501,30207,Yes,2022-04-29,"Wrong Item",1182.02
4502,46182,Yes,2025-07-19,"Faulty Product",1122.79
4503,15260,Yes,2022-11-28,Damaged,379.28
4504,20881,Yes,2025-11-30,"Late Delivery",1047.65
4505,10378,Yes,2025-12-18,"Changed Mind",704.94
4506,36957,Yes,2025-02-27,"Changed Mind",690.29
4507,15588,Yes,2022-11-30,"Faulty Product",886.08
4508,10983,Yes,2022-03-22,"Late Delivery",736.82
4509,28507,Yes,2025-12-26,"Changed Mind",1055.79
4510,27220,Yes,2022-11-04,"Faulty Product",786.23
4511,48961,Yes,2025-10-13,"Wrong Item",704.75
4512,48633,Yes,2022-06-03,"Late Delivery",408.98
4513,18475,Yes,2024-02-25,Damaged,527.02
4514,42009,Yes,2024-11-24,"Changed Mind",800.71
4515,29339,Yes,2023-09-29,"Faulty Product",375.86
4516,43272,Yes,2024-05-08,"Wrong Item",171.35
4517,5354,Yes,2022-09-26,"Changed Mind",713.21
4518,12070,Yes,2025-08-07,"Late Delivery",1392.70
4519,2152,Yes,2024-12-18,Damaged,616.61
4520,532,Yes,2022-12-23,"Faulty Product",302.26
4521,11202,Yes,2025-08-20,"Faulty Product",212.70
4522,9659,Yes,2026-01-01,"Changed Mind",599.61
4523,26156,Yes,2022-07-17,"Late Delivery",300.98
4524,42851,Yes,2022-09-08,"Late Delivery",388.76
4525,40084,Yes,2024-08-19,"Faulty Product",201.71
4526,5260,Yes,2023-07-06,"Faulty Product",1341.26
4527,32466,Yes,2022-01-21,"Faulty Product",941.08
4528,18715,Yes,2024-09-23,"Changed Mind",314.57
4529,28736,Yes,2023-06-05,"Faulty Product",946.33
4530,49880,Yes,2022-08-28,"Changed Mind",812.69
4531,4945,Yes,2024-02-16,Damaged,468.17
4532,22830,Yes,2025-08-05,"Wrong Item",272.89
4533,971,Yes,2025-06-11,"Changed Mind",821.82
4534,33513,Yes,2022-09-20,"Wrong Item",902.08
4535,2634,Yes,2023-05-10,"Wrong Item",505.56
4536,2095,Yes,2022-12-25,"Faulty Product",144.99
4537,7514,Yes,2022-09-22,"Faulty Product",132.83
4538,2787,Yes,2023-02-20,"Faulty Product",899.11
4539,11679,Yes,2024-09-02,"Faulty Product",714.70
4540,22226,Yes,2024-12-17,"Wrong Item",231.57
4541,35316,Yes,2025-07-18,"Faulty Product",329.30
4542,44386,Yes,2023-02-05,"Faulty Product",696.88
4543,5827,Yes,2024-09-24,"Faulty Product",1148.36
4544,6309,Yes,2022-08-03,"Late Delivery",123.78
4545,40670,Yes,2024-10-24,"Late Delivery",647.61
4546,37209,Yes,2024-05-01,"Changed Mind",131.69
4547,26423,Yes,2023-06-28,"Faulty Product",384.96
4548,49967,Yes,2025-02-01,"Late Delivery",129.94
4549,39751,Yes,2024-11-12,"Wrong Item",566.45
4550,48733,Yes,2026-01-01,"Faulty Product",832.95
4551,43378,Yes,2022-06-14,"Changed Mind",449.33
4552,10984,Yes,2025-12-06,Damaged,764.18
4553,4685,Yes,2025-10-19,Damaged,928.04
4554,6111,Yes,2023-09-22,"Wrong Item",728.21
4555,39842,Yes,2026-01-05,"Late Delivery",1321.46
4556,93,Yes,2022-04-11,"Faulty Product",218.02
4557,27776,Yes,2023-03-25,Damaged,427.67
4558,48562,Yes,2025-11-17,"Late Delivery",880.86
4559,46447,Yes,2025-01-29,"Wrong Item",192.42
4560,12302,Yes,2022-01-24,"Faulty Product",840.51
4561,21029,Yes,2024-01-05,"Late Delivery",220.59
4562,3018,Yes,2022-05-06,Damaged,445.44
4563,44838,Yes,2023-04-17,"Changed Mind",817.53
4564,7412,Yes,2023-09-27,Damaged,657.32
4565,300,Yes,2025-02-20,"Late Delivery",424.15
4566,21798,Yes,2022-11-09,"Late Delivery",79.97
4567,32989,Yes,2023-11-15,"Late Delivery",238.76
4568,42110,Yes,2022-10-22,Damaged,221.47
4569,15172,Yes,2022-06-13,Damaged,85.77
4570,33290,Yes,2023-12-21,"Changed Mind",898.92
4571,47237,Yes,2023-12-24,"Changed Mind",1098.50
4572,49553,Yes,2025-03-13,"Wrong Item",637.54
4573,9488,Yes,2024-07-06,"Changed Mind",1173.88
4574,7682,Yes,2023-11-08,"Wrong Item",1230.63
4575,18214,Yes,2022-04-14,"Late Delivery",707.76
4576,22062,Yes,2022-07-26,"Faulty Product",945.93
4577,13549,Yes,2023-06-14,Damaged,601.81
4578,437,Yes,2025-06-19,"Changed Mind",184.69
4579,36341,Yes,2025-06-08,"Faulty Product",604.43
4580,28648,Yes,2025-06-20,"Late Delivery",132.43
4581,10125,Yes,2025-12-02,"Faulty Product",310.78
4582,24583,Yes,2024-01-01,"Late Delivery",372.93
4583,1609,Yes,2022-07-18,"Changed Mind",329.04
4584,4663,Yes,2022-03-23,Damaged,217.40
4585,32171,Yes,2023-08-14,Damaged,1197.42
4586,15346,Yes,2022-07-08,"Faulty Product",909.81
4587,19009,Yes,2025-06-25,"Wrong Item",770.26
4588,46834,Yes,2025-12-16,"Changed Mind",905.03
4589,16920,Yes,2025-04-20,"Changed Mind",875.25
4590,14563,Yes,2022-07-10,"Changed Mind",215.39
4591,32228,Yes,2024-12-07,"Late Delivery",987.18
4592,47335,Yes,2022-06-24,"Late Delivery",594.52
4593,46257,Yes,2025-09-28,Damaged,824.91
4594,8548,Yes,2025-07-08,Damaged,441.38
4595,40047,Yes,2022-08-24,"Late Delivery",1218.83
4596,37026,Yes,2022-08-13,"Late Delivery",138.08
4597,8681,Yes,2023-08-01,"Changed Mind",912.52
4598,20145,Yes,2025-02-18,"Faulty Product",1217.13
4599,39765,Yes,2025-07-06,"Faulty Product",911.08
4600,2834,Yes,2025-04-10,"Wrong Item",822.18
4601,10886,Yes,2025-03-28,"Wrong Item",1113.41
4602,35849,Yes,2022-08-20,"Changed Mind",1146.08
4603,17600,Yes,2023-04-29,Damaged,1139.38
4604,2281,Yes,2022-12-22,Damaged,678.28
4605,444444,NO,2023-06-19,Damaged,1051.46
4606,5717,Yes,2024-07-07,"Changed Mind",193.08
4607,29725,Yes,2025-12-13,"Late Delivery",1547.53
4608,24941,Yes,2022-12-19,"Changed Mind",792.47
4609,2747,Yes,2024-06-09,"Wrong Item",456.82
4610,44245,Yes,2024-12-20,"Late Delivery",303.18
4611,5713,Yes,2022-05-17,"Wrong Item",372.33
4612,10915,Yes,2023-12-08,"Late Delivery",978.80
4613,25288,Yes,2023-10-04,"Faulty Product",640.51
4614,21038,Yes,2022-06-16,"Wrong Item",594.51
4615,15758,Yes,2025-10-01,Damaged,911.85
4616,21173,Yes,2023-11-27,"Wrong Item",708.81
4617,38198,Yes,2023-06-17,"Wrong Item",271.38
4618,39181,Yes,2022-11-08,Damaged,72.37
4619,32840,Yes,2024-11-05,"Changed Mind",952.58
4620,9336,Yes,2022-03-18,"Faulty Product",470.89
4621,11920,Yes,2023-05-11,"Wrong Item",1316.04
4622,21329,Yes,2023-06-20,"Late Delivery",11.33
4623,31309,Yes,2022-07-19,"Late Delivery",584.69
4624,29413,Yes,2024-09-10,"Changed Mind",713.24
4625,234,Yes,2022-09-05,Damaged,268.08
4626,41505,Yes,2022-12-21,"Changed Mind",1558.17
4627,41900,Yes,2026-01-02,"Faulty Product",225.28
4628,35908,Yes,2023-08-22,"Changed Mind",718.87
4629,23811,Yes,2022-08-28,"Wrong Item",678.70
4630,47633,Yes,2022-07-23,"Faulty Product",195.75
4631,25026,Yes,2025-04-04,Damaged,116.54
4632,42555,Yes,2025-07-29,"Wrong Item",489.66
4633,31013,Yes,2022-07-17,"Changed Mind",1184.68
4634,21636,Yes,2025-03-22,"Faulty Product",1270.16
4635,30216,Yes,2024-12-03,"Changed Mind",866.27
4636,33385,Yes,2024-03-13,"Changed Mind",1104.63
4637,32711,Yes,2025-06-15,Damaged,319.74
4638,14565,Yes,2023-03-22,"Changed Mind",203.63
4639,27566,Yes,2022-11-25,"Late Delivery",313.56
4640,46914,Yes,2022-08-25,"Late Delivery",389.64
4641,3507,Yes,2022-12-30,"Changed Mind",849.08
4642,47040,Yes,2022-12-14,"Late Delivery",172.84
4643,16791,Yes,2023-04-06,"Faulty Product",777.60
4644,23871,Yes,2024-08-14,Damaged,703.68
4645,15549,Yes,2022-05-05,"Wrong Item",596.99
4646,4916,Yes,2025-04-22,"Changed Mind",1158.67
4647,27890,Yes,2023-01-08,Damaged,423.01
4648,27318,Yes,2024-12-06,"Late Delivery",403.53
4649,25281,Yes,2022-04-06,"Late Delivery",952.78
4650,6381,Yes,2024-01-20,"Changed Mind",806.82
4651,1889,Yes,2022-12-25,"Wrong Item",301.63
4652,46397,Yes,2022-12-04,"Faulty Product",941.97
4653,16737,Yes,2025-06-23,"Changed Mind",1765.86
4654,17824,Yes,2024-07-29,"Faulty Product",383.14
4655,3473,Yes,2023-06-07,"Changed Mind",579.86
4656,15625,Yes,2022-07-26,"Wrong Item",1086.68
4657,38921,Yes,2024-09-05,Damaged,674.44
4658,43442,Yes,2025-05-05,Damaged,551.38
4659,3019,Yes,2025-07-25,"Late Delivery",59.75
4660,16994,Yes,2025-06-06,"Faulty Product",1469.13
4661,10097,Yes,2024-09-23,"Late Delivery",854.12
4662,40616,Yes,2024-07-14,"Wrong Item",687.37
4663,31176,Yes,2025-11-13,"Wrong Item",671.09
4664,20109,Yes,2022-06-12,Damaged,768.13
4665,24352,Yes,2025-07-28,"Changed Mind",786.92
4666,22923,Yes,2024-12-28,Damaged,79.05
4667,38004,Yes,2023-04-07,"Changed Mind",127.18
4668,37360,Yes,2024-11-26,Damaged,214.27
4669,3378,Yes,2024-09-15,"Late Delivery",401.55
4670,36795,Yes,2024-12-09,"Wrong Item",175.68
4671,3881,Yes,2023-01-18,"Late Delivery",139.35
4672,12855,Yes,2022-10-06,"Late Delivery",900.67
4673,15334,Yes,2023-11-29,Damaged,203.26
4674,17033,Yes,2023-04-22,"Faulty Product",1155.60
4675,39088,Yes,2025-12-14,"Changed Mind",1059.40
4676,4686,Yes,2023-08-28,"Late Delivery",1016.82
4677,19795,Yes,2022-06-21,"Faulty Product",638.42
4678,2036,Yes,2023-04-11,"Changed Mind",542.25
4679,20663,Yes,2024-07-02,"Wrong Item",213.89
4680,25394,Yes,2026-01-01,Damaged,1420.49
4681,45660,Yes,2024-06-25,"Wrong Item",552.70
4682,48443,Yes,2024-11-11,"Wrong Item",823.39
4683,7807,Yes,2022-06-24,"Changed Mind",964.04
4684,45456,Yes,2024-05-17,"Wrong Item",1321.98
4685,18773,Yes,2024-10-12,"Faulty Product",1443.97
4686,6834,Yes,2022-10-02,"Wrong Item",1165.66
4687,15333,Yes,2023-04-26,Damaged,818.84
4688,36535,Yes,2025-03-12,"Faulty Product",779.08
4689,18277,Yes,2023-10-16,"Faulty Product",835.62
4690,27688,Yes,2022-09-21,"Late Delivery",345.83
4691,28692,Yes,2022-04-08,"Changed Mind",386.82
4692,31848,Yes,2022-09-04,"Faulty Product",692.35
4693,20057,Yes,2024-10-25,Damaged,1770.19
4694,48637,Yes,2023-10-27,"Late Delivery",802.60
4695,36074,Yes,2022-11-24,"Late Delivery",1124.01
4696,41727,Yes,2023-04-10,"Changed Mind",135.87
4697,35497,Yes,2024-05-21,Damaged,1040.79
4698,25141,Yes,2023-05-04,"Faulty Product",810.64
4699,48397,Yes,2023-12-27,"Wrong Item",115.03
4700,18157,Yes,2022-08-24,"Faulty Product",269.06
4701,37705,Yes,2022-12-15,"Late Delivery",999.39
4702,19645,Yes,2025-08-12,"Late Delivery",767.25
4703,24281,Yes,2023-07-12,"Late Delivery",1078.51
4704,35254,Yes,2025-12-02,"Wrong Item",1695.19
4705,28566,Yes,2025-10-06,"Late Delivery",262.20
4706,41630,Yes,2023-12-05,"Faulty Product",760.26
4707,17678,Yes,2024-08-12,"Faulty Product",402.51
4708,29468,Yes,2025-05-04,"Changed Mind",301.84
4709,24464,Yes,2022-07-27,"Late Delivery",311.41
4710,18533,Yes,2024-01-23,"Wrong Item",687.95
4711,1096,Yes,2023-06-22,"Late Delivery",525.39
4712,35277,Yes,2022-07-15,"Late Delivery",671.37
4713,30584,Yes,2024-02-21,"Wrong Item",502.48
4714,23080,Yes,2026-01-16,"Changed Mind",481.33
4715,13981,Yes,2022-09-09,"Wrong Item",1249.98
4716,46971,Yes,2023-01-11,"Changed Mind",1248.94
4717,42086,Yes,2024-01-14,Damaged,1215.81
4718,49641,Yes,2022-11-16,"Wrong Item",636.45
4719,1081,Yes,2023-09-26,Damaged,587.73
4720,28992,Yes,2024-12-21,"Late Delivery",1064.32
4721,21559,Yes,2025-06-27,"Changed Mind",404.77
4722,19245,Yes,2024-09-12,"Faulty Product",1726.79
4723,42409,Yes,2022-07-24,"Faulty Product",803.38
4724,27292,Yes,2022-08-25,"Wrong Item",597.88
4725,1903,Yes,2025-07-03,Damaged,243.69
4726,30105,Yes,2022-12-18,"Faulty Product",1075.24
4727,6962,Yes,2023-12-20,"Changed Mind",1581.62
4728,5685,Yes,2023-03-17,"Faulty Product",1003.66
4729,48105,Yes,2025-01-09,"Faulty Product",1499.93
4730,40288,Yes,2023-02-24,"Wrong Item",398.19
4731,44797,Yes,2025-06-24,"Changed Mind",343.40
4732,1984,Yes,2023-09-07,"Late Delivery",313.43
4733,29275,Yes,2023-05-11,"Wrong Item",479.95
4734,34977,Yes,2024-09-18,"Faulty Product",390.61
4735,8432,Yes,2025-07-12,"Faulty Product",744.06
4736,23037,Yes,2024-07-04,"Changed Mind",351.90
4737,270,Yes,2024-09-12,"Late Delivery",1747.52
4738,441,Yes,2022-12-14,"Faulty Product",669.18
4739,44950,Yes,2022-11-07,"Wrong Item",1239.91
4740,29531,Yes,2024-09-10,"Changed Mind",890.92
4741,44959,Yes,2025-12-28,"Changed Mind",301.37
4742,17766,Yes,2022-12-07,Damaged,649.07
4743,811,Yes,2022-05-08,"Wrong Item",176.87
4744,23210,Yes,2023-10-26,"Changed Mind",1214.64
4745,1564,Yes,2023-11-02,"Wrong Item",714.03
4746,8908,Yes,2023-12-13,"Late Delivery",382.57
4747,24349,Yes,2023-12-07,"Wrong Item",420.68
4748,16717,Yes,2022-10-04,"Changed Mind",823.36
4749,37530,Yes,2023-06-08,"Wrong Item",695.22
4750,38115,Yes,2025-07-07,"Faulty Product",192.46
4751,12637,Yes,2024-01-15,Damaged,241.79
4752,29930,Yes,2023-03-04,"Changed Mind",680.84
4753,48951,Yes,2022-07-03,"Wrong Item",83.83
4754,38730,Yes,2023-06-17,"Changed Mind",661.57
4755,49852,Yes,2025-06-12,"Faulty Product",1148.06
4756,28777,Yes,2025-11-29,Damaged,1147.67
4757,4163,Yes,2025-01-08,Damaged,125.66
4758,31902,Yes,2025-01-10,"Faulty Product",382.06
4759,32380,Yes,2024-12-19,"Wrong Item",1308.34
4760,13242,Yes,2023-10-04,"Wrong Item",1225.69
4761,32955,Yes,2025-01-11,"Changed Mind",1009.80
4762,29691,Yes,2024-03-27,Damaged,1136.38
4763,31764,Yes,2025-12-03,"Changed Mind",626.88
4764,444444,NO,2025-08-30,Damaged,9.03
4765,24507,Yes,2025-11-07,"Changed Mind",593.79
4766,32436,Yes,2024-06-04,"Changed Mind",729.12
4767,12367,Yes,2022-02-03,"Faulty Product",886.34
4768,28090,Yes,2024-09-18,"Faulty Product",886.56
4769,24565,Yes,2024-09-23,"Changed Mind",1293.84
4770,38880,Yes,2026-01-12,"Changed Mind",295.89
4771,16546,Yes,2024-12-25,"Changed Mind",1145.21
4772,32026,Yes,2023-12-15,"Late Delivery",1158.98
4773,42294,Yes,2025-01-03,"Wrong Item",1726.08
4774,40823,Yes,2025-01-22,"Changed Mind",319.01
4775,3215,Yes,2023-06-09,"Changed Mind",971.05
4776,9833,Yes,2022-07-26,"Changed Mind",638.73
4777,34827,Yes,2024-07-12,"Faulty Product",945.24
4778,32786,Yes,2024-03-17,"Late Delivery",715.08
4779,18630,Yes,2022-08-15,"Faulty Product",747.10
4780,49711,Yes,2023-11-11,"Wrong Item",588.51
4781,19483,Yes,2022-02-21,"Faulty Product",463.31
4782,13103,Yes,2023-04-25,Damaged,706.88
4783,31594,Yes,2023-06-28,Damaged,1743.50
4784,44997,Yes,2022-08-16,"Changed Mind",682.01
4785,18544,Yes,2024-12-05,"Late Delivery",1221.30
4786,15933,Yes,2024-10-03,"Wrong Item",886.55
4787,26619,Yes,2025-04-11,"Faulty Product",338.68
4788,23520,Yes,2025-01-10,"Wrong Item",13.77
4789,47385,Yes,2025-11-20,Damaged,979.97
4790,16191,Yes,2025-05-30,"Changed Mind",261.43
4791,19312,Yes,2023-12-22,Damaged,854.97
4792,23098,Yes,2025-12-25,"Faulty Product",1103.79
4793,896,Yes,2025-03-12,"Wrong Item",1098.57
4794,3218,Yes,2024-06-22,"Faulty Product",335.68
4795,10678,Yes,2025-07-10,"Faulty Product",679.41
4796,48818,Yes,2024-01-26,Damaged,434.67
4797,46049,Yes,2024-05-27,"Faulty Product",333.88
4798,10540,Yes,2024-07-28,"Faulty Product",249.05
4799,3171,Yes,2023-12-22,"Wrong Item",645.52
4800,38025,Yes,2025-05-05,"Late Delivery",1434.59
4801,31283,Yes,2022-04-02,"Late Delivery",450.13
4802,42255,Yes,2023-09-26,"Late Delivery",197.40
4803,34532,Yes,2024-11-25,"Changed Mind",269.50
4804,12904,Yes,2023-09-04,"Wrong Item",1544.00
4805,38197,Yes,2023-04-17,"Wrong Item",783.90
4806,4413,Yes,2023-05-25,Damaged,656.24
4807,47533,Yes,2022-08-25,"Late Delivery",519.06
4808,20476,Yes,2025-02-26,Damaged,485.84
4809,31160,Yes,2022-05-13,"Changed Mind",670.12
4810,444444,NO,2025-06-26,"Late Delivery",1368.34
4811,28599,Yes,2023-03-28,"Faulty Product",94.67
4812,33558,Yes,2025-11-23,Damaged,333.21
4813,18341,Yes,2023-01-04,"Changed Mind",1642.26
4814,29926,Yes,2024-11-24,"Changed Mind",877.49
4815,8346,Yes,2023-05-23,"Wrong Item",13.51
4816,11740,Yes,2025-02-15,"Changed Mind",508.61
4817,1882,Yes,2023-09-22,"Wrong Item",467.95
4818,28776,Yes,2023-08-15,"Late Delivery",1360.41
4819,32706,Yes,2023-11-12,"Faulty Product",1291.17
4820,13486,Yes,2024-08-27,Damaged,581.79
4821,35036,Yes,2025-04-07,Damaged,1641.40
4822,44245,Yes,2024-12-20,"Changed Mind",349.27
4823,41385,Yes,2023-12-17,"Late Delivery",1321.46
4824,47955,Yes,2023-08-30,"Changed Mind",191.78
4825,48167,Yes,2022-12-13,"Faulty Product",687.80
4826,3117,Yes,2025-11-30,"Late Delivery",146.38
4827,31412,Yes,2023-07-02,"Faulty Product",927.64
4828,12531,Yes,2025-07-13,"Changed Mind",1223.30
4829,17928,Yes,2023-07-05,"Late Delivery",813.09
4830,2178,Yes,2023-11-30,"Changed Mind",790.62
4831,41365,Yes,2024-11-28,"Faulty Product",284.31
4832,2188,Yes,2024-05-29,"Late Delivery",741.15
4833,31315,Yes,2025-12-18,"Late Delivery",1025.63
4834,34678,Yes,2025-03-04,"Faulty Product",356.83
4835,49300,Yes,2025-06-12,"Changed Mind",942.36
4836,28097,Yes,2022-08-11,"Late Delivery",1441.93
4837,16904,Yes,2025-04-03,Damaged,331.50
4838,20722,Yes,2023-09-07,Damaged,370.02
4839,44294,Yes,2023-10-04,Damaged,363.24
4840,16469,Yes,2024-09-19,"Faulty Product",381.76
4841,11028,Yes,2022-10-05,"Faulty Product",70.14
4842,34002,Yes,2022-06-11,"Faulty Product",348.90
4843,16366,Yes,2024-12-10,"Late Delivery",445.14
4844,7062,Yes,2025-08-07,Damaged,1020.48
4845,28610,Yes,2025-01-18,"Wrong Item",176.96
4846,35795,Yes,2022-06-07,"Faulty Product",581.35
4847,29553,Yes,2025-09-20,"Late Delivery",561.42
4848,42168,Yes,2024-12-27,"Faulty Product",187.89
4849,2562,Yes,2024-07-21,"Faulty Product",808.70
4850,14370,Yes,2022-03-31,"Late Delivery",1010.94
4851,30869,Yes,2023-07-21,"Faulty Product",630.32
4852,9762,Yes,2024-10-09,Damaged,785.55
4853,27431,Yes,2022-06-18,"Faulty Product",209.40
4854,13042,Yes,2025-09-04,"Wrong Item",159.22
4855,16690,Yes,2023-10-07,"Faulty Product",1082.66
4856,16490,Yes,2023-03-10,"Changed Mind",1345.82
4857,16362,Yes,2025-09-30,"Changed Mind",1166.43
4858,16563,Yes,2023-06-09,"Late Delivery",1693.95
4859,32354,Yes,2024-06-26,"Changed Mind",1363.72
4860,13876,Yes,2023-12-28,"Faulty Product",64.55
4861,16367,Yes,2024-04-30,"Late Delivery",1750.70
4862,41224,Yes,2024-07-28,"Wrong Item",454.67
4863,31048,Yes,2022-04-26,"Changed Mind",143.39
4864,44905,Yes,2025-06-20,"Changed Mind",535.29
4865,7910,Yes,2024-12-12,"Faulty Product",205.09
4866,6441,Yes,2022-03-18,"Changed Mind",1312.73
4867,9858,Yes,2023-07-10,"Late Delivery",682.04
4868,23272,Yes,2022-04-30,"Wrong Item",346.91
4869,3635,Yes,2025-10-25,Damaged,580.48
4870,7221,Yes,2022-08-10,"Faulty Product",102.91
4871,34744,Yes,2022-09-02,"Changed Mind",757.73
4872,44533,Yes,2023-07-11,Damaged,123.08
4873,45080,Yes,2023-01-10,"Wrong Item",10.96
4874,33744,Yes,2023-06-16,"Late Delivery",618.94
4875,14364,Yes,2024-07-14,"Late Delivery",615.85
4876,24043,Yes,2023-06-09,"Late Delivery",82.99
4877,29609,Yes,2023-03-07,"Wrong Item",219.40
4878,1275,Yes,2024-03-31,"Late Delivery",853.96
4879,22005,Yes,2024-11-15,"Late Delivery",870.82
4880,46814,Yes,2022-12-23,"Changed Mind",1328.95
4881,27516,Yes,2023-11-30,"Faulty Product",1740.94
4882,6497,Yes,2023-12-17,"Faulty Product",544.80
4883,37632,Yes,2022-09-30,"Changed Mind",231.70
4884,13791,Yes,2022-09-13,"Wrong Item",233.25
4885,444444,NO,2025-12-26,"Faulty Product",557.56
4886,5661,Yes,2024-08-10,"Late Delivery",274.22
4887,41090,Yes,2024-05-23,"Late Delivery",1246.85
4888,3451,Yes,2022-12-23,"Changed Mind",564.94
4889,49285,Yes,2023-08-18,"Late Delivery",1544.09
4890,37834,Yes,2024-07-15,"Faulty Product",317.94
4891,31800,Yes,2022-10-04,"Changed Mind",536.85
4892,16410,Yes,2024-10-12,Damaged,678.07
4893,23941,Yes,2022-10-27,Damaged,397.87
4894,39726,Yes,2022-11-04,"Changed Mind",383.18
4895,40270,Yes,2025-04-07,"Faulty Product",521.66
4896,42317,Yes,2025-11-23,"Faulty Product",1032.32
4897,5201,Yes,2023-06-13,"Wrong Item",618.45
4898,1314,Yes,2022-05-17,Damaged,247.35
4899,18464,Yes,2023-07-10,"Faulty Product",1414.45
4900,17393,Yes,2022-08-18,"Changed Mind",336.93
4901,37184,Yes,2022-08-03,"Wrong Item",457.04
4902,20340,Yes,2023-08-17,Damaged,828.58
4903,34442,Yes,2024-01-06,"Wrong Item",1089.22
4904,13672,Yes,2025-01-03,"Wrong Item",772.57
4905,15614,Yes,2024-12-29,"Late Delivery",800.47
4906,14218,Yes,2023-07-14,Damaged,1043.87
4907,48290,Yes,2023-05-12,"Changed Mind",1456.98
4908,20298,Yes,2024-07-10,Damaged,107.69
4909,25277,Yes,2022-08-18,Damaged,558.45
4910,30741,Yes,2025-03-07,"Faulty Product",868.52
4911,26916,Yes,2022-06-14,Damaged,359.03
4912,27661,Yes,2024-06-11,"Late Delivery",303.97
